organism	domain	temperature	taxid	lineage_text	superkingdom	phylum	class	order	family	genus
roseateles_depolymerans	Bacteria	30	76731	cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; unclassified Burkholderiales; Burkholderiales Genera incertae sedis; Roseateles	2	1224	28216	80840	NA	93681
roseburia_faecis	Bacteria	37	301302	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia	2	1239	186801	186802	186803	841
roseburia_hominis	Bacteria	37	301301	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia	2	1239	186801	186802	186803	841
roseburia_intestinalis	Bacteria	37	166486	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia	2	1239	186801	186802	186803	841
roseburia_inulinivorans	Bacteria	37	360807	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia	2	1239	186801	186802	186803	841
roseiarcus_fermentans	Bacteria	25	1473586	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Roseiarcaceae; Roseiarcus	2	1224	28211	356	1643957	1643958
roseibaca_ekhonensis	Bacteria	20	254356	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseibaca	2	1224	28211	204455	31989	1400060
roseibacterium_elongatum	Bacteria	27	159346	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseibacterium	2	1224	28211	204455	31989	159345
roseibium_denhamense	Bacteria	26	76305	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseibium	2	1224	28211	204455	31989	150830
roseibium_hamelinense	Bacteria	26	150831	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseibium	2	1224	28211	204455	31989	150830
roseicyclus_mahoneyensis	Bacteria	28	164332	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseicyclus	2	1224	28211	204455	31989	336277
roseiflexus_castenholzii	Bacteria	48	120962	cellular organisms; Bacteria; Terrabacteria group; Chloroflexi; Chloroflexia; Chloroflexales; Roseiflexineae; Roseiflexaceae; Roseiflexus	2	200795	32061	32064	1508635	120961
roseimicrobium_gellanilyticum	Bacteria	28	748857	cellular organisms; Bacteria; PVC group; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Roseimicrobium	2	74201	203494	48461	203557	1348508
roseinatronobacter_monicus	Bacteria	25	393481	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseinatronobacter	2	1224	28211	204455	31989	121820
roseinatronobacter_thiooxidans	Bacteria	30	121821	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseinatronobacter	2	1224	28211	204455	31989	121820
roseisalinus_antarcticus	Bacteria	20	254357	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseisalinus	2	1224	28211	204455	31989	289239
roseivivax_halodurans	Bacteria	29	93683	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseivivax	2	1224	28211	204455	31989	93682
roseivivax_halotolerans	Bacteria	29	93684	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseivivax	2	1224	28211	204455	31989	93682
roseivivax_isoporae	Bacteria	25	591206	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseivivax	2	1224	28211	204455	31989	93682
roseivivax_lentus	Bacteria	30	633194	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseivivax	2	1224	28211	204455	31989	93682
roseivivax_pacificus	Bacteria	30	1267769	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseivivax	2	1224	28211	204455	31989	93682
roseivivax_roseus	Bacteria	28	641238	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseivivax	2	1224	28211	204455	31989	93682
roseivivax_sediminis	Bacteria	28	936889	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseivivax	2	1224	28211	204455	31989	93682
rosellinia_aquila	Eukaryota	26	320320	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia	2759	4890	147550	37989	37990	77043
rosellinia_bambusae	Eukaryota	24	320318	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Astrocystis	2759	4890	147550	37989	37990	190942
rosellinia_buxi	Eukaryota	24	323535	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia	2759	4890	147550	37989	37990	77043
rosellinia_limoniispora	Eukaryota	25	1440434	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia	2759	4890	147550	37989	37990	77043
rosellinia_mirabilis	Eukaryota	24	320317	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Astrocystis	2759	4890	147550	37989	37990	190942
rosellinia_necatrix	Eukaryota	24	77044	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia	2759	4890	147550	37989	37990	77043
rosellinia_quercina	Eukaryota	24	82695	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia	2759	4890	147550	37989	37990	77043
rosellinia_subiculata	Eukaryota	26	323536	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia	2759	4890	147550	37989	37990	77043
rosenbergiella_nectarea	Bacteria	28	988801	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Rosenbergiella	2	1224	1236	91347	543	1356488
roseobacter_algicola	Bacteria	26	42444	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Marinovum	2	1224	28211	204455	31989	367771
roseobacter_denitrificans	Bacteria	22	2434	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseobacter	2	1224	28211	204455	31989	2433
roseobacter_gallaeciensis	Bacteria	26	60890	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Phaeobacter	2	1224	28211	204455	31989	302485
roseobacter_litoralis	Bacteria	21	42443	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseobacter	2	1224	28211	204455	31989	2433
roseobacter_sp	Bacteria	28	1907202	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseobacter	2	1224	28211	204455	31989	2433
roseococcus_suduntuyensis	Bacteria	25	455361	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseococcus	2	1224	28211	204441	433	35812
roseococcus_thiosulfatophilus	Bacteria	29	35813	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseococcus	2	1224	28211	204441	433	35812
roseomonas_aerilata	Bacteria	30	452982	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas	2	1224	28211	204441	433	125216
roseomonas_aquatica	Bacteria	29	373043	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas	2	1224	28211	204441	433	125216
roseomonas_cervicalis	Bacteria	36	204525	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas	2	1224	28211	204441	433	125216
roseomonas_fauriae	Bacteria	31	192	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Azospirillum	2	1224	28211	204441	41295	191
roseomonas_gilardii	Bacteria	36	257708	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas	2	1224	28211	204441	433	125216
roseomonas_lacus	Bacteria	30	287609	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas	2	1224	28211	204441	433	125216
roseomonas_ludipueritiae	Bacteria	29	198093	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas	2	1224	28211	204441	433	125216
roseomonas_massiliae	Bacteria	30	204091	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas	2	1224	28211	204441	433	125216
roseomonas_mucosa	Bacteria	31	207340	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas	2	1224	28211	204441	433	125216
roseomonas_oryzicola	Bacteria	28	535904	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas	2	1224	28211	204441	433	125216
roseomonas_pecuniae	Bacteria	29	693023	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas	2	1224	28211	204441	433	125216
roseomonas_rhizosphaerae	Bacteria	30	1335062	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas	2	1224	28211	204441	433	125216
roseomonas_riguiloci	Bacteria	25	940141	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas	2	1224	28211	204441	433	125216
roseomonas_rosea	Bacteria	29	198092	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas	2	1224	28211	204441	433	125216
roseomonas_sp	Bacteria	30	1869190	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas	2	1224	28211	204441	433	125216
roseomonas_stagni	Bacteria	30	484882	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas	2	1224	28211	204441	433	125216
roseomonas_terpenica	Bacteria	25	433613	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas	2	1224	28211	204441	433	125216
roseomonas_vinacea	Bacteria	28	424704	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas	2	1224	28211	204441	433	125216
roseospira_goensis	Bacteria	28	391922	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Roseospira	2	1224	28211	204441	41295	86671
roseospira_marina	Bacteria	28	140057	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Roseospira	2	1224	28211	204441	41295	86671
roseospira_navarrensis	Bacteria	30	140058	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Roseospira	2	1224	28211	204441	41295	86671
roseospira_visakhapatnamensis	Bacteria	27	390880	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Roseospira	2	1224	28211	204441	41295	86671
roseospirillum_parvum	Bacteria	28	83401	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhodobiaceae; Roseospirillum	2	1224	28211	356	119043	83400
roseovarius_aestuarii	Bacteria	30	475083	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius	2	1224	28211	204455	31989	74030
roseovarius_crassostreae	Bacteria	27	154981	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Aliiroseovarius	2	1224	28211	204455	31989	1658781
roseovarius_halocynthiae	Bacteria	30	985055	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Aliiroseovarius	2	1224	28211	204455	31989	1658781
roseovarius_halotolerans	Bacteria	25	505353	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius	2	1224	28211	204455	31989	74030
roseovarius_indicus	Bacteria	30	540747	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius	2	1224	28211	204455	31989	74030
roseovarius_litoreus	Bacteria	30	1155722	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius	2	1224	28211	204455	31989	74030
roseovarius_lutimaris	Bacteria	25	1005928	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius	2	1224	28211	204455	31989	74030
roseovarius_marinus	Bacteria	30	658057	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Pacificibacter	2	1224	28211	204455	31989	1042323
roseovarius_marisflavi	Bacteria	23	1054996	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius	2	1224	28211	204455	31989	74030
roseovarius_mucosus	Bacteria	29	215743	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius	2	1224	28211	204455	31989	74030
roseovarius_nanhaiticus	Bacteria	30	573024	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius	2	1224	28211	204455	31989	74030
roseovarius_nubinhibens	Bacteria	30	314263	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius	2	1224	28211	204455	31989	74030
roseovarius_pacificus	Bacteria	30	337701	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius	2	1224	28211	204455	31989	74030
roseovarius_sp	Bacteria	23	1486281	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius	2	1224	28211	204455	31989	74030
roseovarius_tolerans	Bacteria	21	74031	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius	2	1224	28211	204455	31989	74030
rothia_aeria	Bacteria	29	172042	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Rothia	2	201174	1760	85006	1268	32207
rothia_aerolata	Bacteria	29	1812262	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Rothia	2	201174	1760	85006	1268	32207
rothia_amarae	Bacteria	37	169480	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Rothia	2	201174	1760	85006	1268	32207
rothia_dentocariosa	Bacteria	37	2047	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Rothia	2	201174	1760	85006	1268	32207
rothia_endophytica	Bacteria	30	1324766	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Rothia	2	201174	1760	85006	1268	32207
rothia_marina	Bacteria	28	578216	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Rothia	2	201174	1760	85006	1268	32207
rothia_mucilaginosa	Bacteria	32	43675	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Rothia	2	201174	1760	85006	1268	32207
rothia_nasimurium	Bacteria	37	85336	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Rothia	2	201174	1760	85006	1268	32207
rothia_terrae	Bacteria	28	396015	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Rothia	2	201174	1760	85006	1268	32207
rouxiella_chamberiensis	Bacteria	30	1513468	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Rouxiella	2	1224	1236	91347	1903411	1565532
roya_anglica	Eukaryota	20	43943	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Zygnemophyceae; Zygnematales; Mesotaeniaceae; Roya	2759	35493	131209	3176	31319	43942
ruania_albidiflava	Bacteria	29	366586	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Micrococcales; Ruaniaceae; Ruania	2	201174	1760	85006	1331736	626119
rubellimicrobium_aerolatum	Bacteria	28	490979	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rubellimicrobium	2	1224	28211	204455	31989	295418
rubellimicrobium_mesophilum	Bacteria	28	1123067	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rubellimicrobium	2	1224	28211	204455	31989	295418
rubellimicrobium_roseum	Bacteria	28	687525	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rubellimicrobium	2	1224	28211	204455	31989	295418
rubellimicrobium_thermophilum	Bacteria	47	295419	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rubellimicrobium	2	1224	28211	204455	31989	295418
rubinisphaera_brasiliensis	Bacteria	30	119	cellular organisms; Bacteria; PVC group; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Rubinisphaera	2	203682	203683	112	126	1649490
rubrimonas_cliftonensis	Bacteria	29	89524	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rubrimonas	2	1224	28211	204455	31989	89523
rubrimonas_shengliensis	Bacteria	28	690083	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rubrimonas	2	1224	28211	204455	31989	89523
rubritalea_marina	Bacteria	30	361055	cellular organisms; Bacteria; PVC group; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae; Rubritalea	2	74201	203494	48461	1648490	361050
rubritalea_squalenifaciens	Bacteria	28	407226	cellular organisms; Bacteria; PVC group; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae; Rubritalea	2	74201	203494	48461	1648490	361050
rubritepida_flocculans	Bacteria	50	182403	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Rubritepida	2	1224	28211	204441	433	182402
rubrivivax_benzoatilyticus	Bacteria	30	316997	cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; unclassified Burkholderiales; Burkholderiales Genera incertae sedis; Rubrivivax	2	1224	28216	80840	NA	28067
rubrivivax_gelatinosus	Bacteria	28	28068	cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; unclassified Burkholderiales; Burkholderiales Genera incertae sedis; Rubrivivax	2	1224	28216	80840	NA	28067
rubrobacter_aplysinae	Bacteria	25	909625	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Rubrobacteria; Rubrobacterales; Rubrobacteraceae; Rubrobacter	2	201174	84995	84996	84997	42255
rubrobacter_bracarensis	Bacteria	28	1017354	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Rubrobacteria; Rubrobacterales; Rubrobacteraceae; Rubrobacter	2	201174	84995	84996	84997	42255
rubrobacter_radiotolerans	Bacteria	37	42256	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Rubrobacteria; Rubrobacterales; Rubrobacteraceae; Rubrobacter	2	201174	84995	84996	84997	42255
rubrobacter_taiwanensis	Bacteria	60	185139	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Rubrobacteria; Rubrobacterales; Rubrobacteraceae; Rubrobacter	2	201174	84995	84996	84997	42255
rubrobacter_xylanophilus	Bacteria	53	49319	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Rubrobacteria; Rubrobacterales; Rubrobacteraceae; Rubrobacter	2	201174	84995	84996	84997	42255
rudaea_cellulosilytica	Bacteria	30	540746	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rudaea	2	1224	1236	135614	1775411	886360
rudaeicoccus_suwonensis	Bacteria	28	657409	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Micrococcales; Dermacoccaceae; Rudaeicoccus	2	201174	1760	85006	145357	1434038
rudanella_lutea	Bacteria	28	451374	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Rudanella	2	976	768503	768507	89373	451373
ruegeria_algicola	Bacteria	26	42444	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Marinovum	2	1224	28211	204455	31989	367771
ruegeria_atlantica	Bacteria	20	81569	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Ruegeria	2	1224	28211	204455	31989	97050
ruegeria_conchae	Bacteria	30	981384	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Ruegeria	2	1224	28211	204455	31989	97050
ruegeria_faecimaris	Bacteria	30	686389	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Ruegeria	2	1224	28211	204455	31989	97050
ruegeria_gelatinovora	Bacteria	26	53501	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Thalassobius	2	1224	28211	204455	31989	335927
ruegeria_gelatinovorans	Bacteria	26	53501	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Thalassobius	2	1224	28211	204455	31989	335927
ruegeria_halocynthiae	Bacteria	30	985054	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Ruegeria	2	1224	28211	204455	31989	97050
ruegeria_intermedia	Bacteria	33	996115	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Ruegeria	2	1224	28211	204455	31989	97050
ruegeria_lacuscaerulensis	Bacteria	45	55218	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Ruegeria	2	1224	28211	204455	31989	97050
ruegeria_marina	Bacteria	30	639004	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Ruegeria	2	1224	28211	204455	31989	97050
ruegeria_mobilis	Bacteria	29	379347	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Ruegeria	2	1224	28211	204455	31989	97050
ruegeria_pelagia	Bacteria	28	379347	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Ruegeria	2	1224	28211	204455	31989	97050
ruegeria_pomeroyi	Bacteria	30	89184	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Ruegeria	2	1224	28211	204455	31989	97050
ruegeria_scottomollicae	Bacteria	20	483013	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Ruegeria	2	1224	28211	204455	31989	97050
rugamonas_rubra	Bacteria	25	758825	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Rugamonas	2	1224	1236	72274	135621	212744
rugosimonospora_acidiphila	Bacteria	28	556531	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Rugosimonospora	2	201174	1760	85008	28056	1198243
rugosimonospora_africana	Bacteria	28	556532	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Rugosimonospora	2	201174	1760	85008	28056	1198243
ruminobacter_amylophilus	Bacteria	37	867	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Succinivibrionaceae; Ruminobacter	2	1224	1236	135624	83763	866
ruminococcus_albus	Bacteria	37	1264	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus	2	1239	186801	186802	541000	1263
ruminococcus_bromii	Bacteria	37	40518	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus	2	1239	186801	186802	541000	1263
ruminococcus_callidus	Bacteria	37	40519	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus	2	1239	186801	186802	541000	1263
ruminococcus_champanellensis	Bacteria	37	1161942	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus	2	1239	186801	186802	541000	1263
ruminococcus_flavefaciens	Bacteria	37	1265	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus	2	1239	186801	186802	541000	1263
ruminococcus_gauvreauii	Bacteria	37	438033	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus	2	1239	186801	186802	541000	1263
ruminococcus_gnavus	Bacteria	37	33038	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia	2	1239	186801	186802	186803	572511
ruminococcus_lactaris	Bacteria	37	46228	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus	2	1239	186801	186802	541000	1263
