organism	domain	temperature	taxid	lineage_text	superkingdom	phylum	class	order	family	genus
chlorella_pyrenoidosa	Eukaryota	27	3078	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Trebouxiophyceae; Chlorellales; Chlorellaceae; Auxenochlorella	2759	3041	75966	35460	35461	191392
chlorella_saccharophila	Eukaryota	25	3082	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Trebouxiophyceae; Chlorellales; Chlorellaceae; Chloroidium	2759	3041	75966	35460	35461	1034479
chlorella_sorokiniana	Eukaryota	24	3076	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Trebouxiophyceae; Chlorellales; Chlorellaceae; Chlorella	2759	3041	75966	35460	35461	3071
chlorella_sp	Eukaryota	24	3079	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Trebouxiophyceae; Chlorellales; Chlorellaceae; Chlorella; unclassified Chlorella	2759	3041	75966	35460	35461	3071
chlorella_variabilis	Eukaryota	20	554065	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Trebouxiophyceae; Chlorellales; Chlorellaceae; Chlorella	2759	3041	75966	35460	35461	3071
chlorella_vulgaris	Eukaryota	22	3077	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Trebouxiophyceae; Chlorellales; Chlorellaceae; Chlorella	2759	3041	75966	35460	35461	3071
chlorella_zofingiensis	Eukaryota	25	31302	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Sphaeropleales; Chromochloridaceae; Chromochloris	2759	3041	3166	35491	1656248	1399958
chlorencoelia_versiformis	Eukaryota	24	1720511	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Leotiomycetes; Helotiales; Cenangiaceae; Chlorencoelia	2759	4890	147548	5178	1971362	163794
chlorobaculum_limnaeum	Bacteria	25	274537	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobaculum	2	1090	191410	191411	191412	256319
chlorobaculum_parvum	Bacteria	25	274539	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobaculum	2	1090	191410	191411	191412	256319
chlorobaculum_tepidum	Bacteria	46	1097	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobaculum	2	1090	191410	191411	191412	256319
chlorobaculum_thiosulfatiphilum	Bacteria	25	115852	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobaculum	2	1090	191410	191411	191412	256319
chlorobium_ferrooxidans	Bacteria	25	84205	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobium/Pelodictyon group; Chlorobium	2	1090	191410	191411	191412	1091
chlorobium_limicola	Bacteria	25	1092	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobium/Pelodictyon group; Chlorobium	2	1090	191410	191411	191412	1091
chlorobium_phaeovibrioides	Bacteria	25	1094	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobium/Pelodictyon group; Chlorobium	2	1090	191410	191411	191412	1091
chlorobium_tepidum	Bacteria	45	1097	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobaculum	2	1090	191410	191411	191412	256319
chlorociboria_aeruginascens	Eukaryota	24	296797	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Leotiomycetes; Helotiales; Chlorociboriaceae; Chlorociboria	2759	4890	147548	5178	1971365	54692
chlorococcum_echinozygotum	Eukaryota	20	48000	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlorococcaceae; Chlorococcum	2759	3041	3166	3042	3090	44649
chlorococcum_elkhartiense	Eukaryota	20	264984	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlorococcaceae; Chlorococcum	2759	3041	3166	3042	3090	44649
chlorococcum_hypnosporum	Eukaryota	20	44650	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlorococcaceae; Chlorococcum	2759	3041	3166	3042	3090	44649
chloroflexus_aggregans	Bacteria	55	152260	cellular organisms; Bacteria; Terrabacteria group; Chloroflexi; Chloroflexia; Chloroflexales; Chloroflexineae; Chloroflexaceae; Chloroflexus	2	200795	32061	32064	1106	1107
chloroflexus_aurantiacus	Bacteria	49	1108	cellular organisms; Bacteria; Terrabacteria group; Chloroflexi; Chloroflexia; Chloroflexales; Chloroflexineae; Chloroflexaceae; Chloroflexus	2	200795	32061	32064	1106	1107
chlorogloea_fritschii	Bacteria	22	1124	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Nostocales; Chlorogloeopsidaceae; Chlorogloeopsis	2	1117	NA	1161	1892261	1123
chlorogloeopsis_sp	Bacteria	24	28069	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Nostocales; Chlorogloeopsidaceae; Chlorogloeopsis	2	1117	NA	1161	1892261	1123
chlorogonium_capillatum	Eukaryota	19	71743	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Haematococcaceae; Chlorogonium	2759	3041	3166	3042	35484	52027
chlorogonium_complexum	Eukaryota	20	590150	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Haematococcaceae; Chlorogonium	2759	3041	3166	3042	35484	52027
chlorogonium_elongatum	Eukaryota	21	52029	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Haematococcaceae; Chlorogonium	2759	3041	3166	3042	35484	52027
chlorogonium_euchlorum	Eukaryota	20	52028	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Haematococcaceae; Chlorogonium	2759	3041	3166	3042	35484	52027
chloromonas_actinochloris	Eukaryota	20	158501	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlamydomonadaceae; Chloromonas	2759	3041	3166	3042	3051	51727
chloromonas_augustae	Eukaryota	20	87091	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlamydomonadaceae; Chloromonas	2759	3041	3166	3042	3051	51727
chloromonas_carrizoensis	Eukaryota	20	158502	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlamydomonadaceae; Chloromonas	2759	3041	3166	3042	3051	51727
chloromonas_insignis	Eukaryota	20	87090	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlamydomonadaceae; Chloromonas	2759	3041	3166	3042	3051	51727
chloromonas_kasaiae	Eukaryota	20	1208237	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlamydomonadaceae; Chloromonas	2759	3041	3166	3042	3051	51727
chloromonas_pseudoplatyrhyncha	Eukaryota	20	742469	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlamydomonadaceae; Chloromonas	2759	3041	3166	3042	3051	51727
chlorosphaera_klebsii	Eukaryota	25	1034482	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chlorophyta incertae sedis; Chlorosphaera	2759	3041	NA	NA	NA	1034481
chlorotetraedron_incus	Eukaryota	20	162317	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Sphaeropleales; Neochloridaceae; Chlorotetraedron	2759	3041	3166	35491	132191	162316
chmelia_slovaca	Eukaryota	24	1342377	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Alternaria	2759	4890	147541	92860	28556	5598
choanephora_circinans	Eukaryota	25	101093	cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Mucorineae; Choanephoraceae; Choanephoroideae; Poitrasia	2759	1913637	NA	4827	101094	101092
choanephora_conjuncta	Eukaryota	24	127959	cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Mucorineae; Choanephoraceae; Choanephoroideae; Choanephora	2759	1913637	NA	4827	101094	64498
choanephora_cucurbitarum	Eukaryota	24	101091	cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Mucorineae; Choanephoraceae; Choanephoroideae; Choanephora	2759	1913637	NA	4827	101094	64498
choanephora_infundibulifera	Eukaryota	25	127959	cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Mucorineae; Choanephoraceae; Choanephoroideae; Choanephora	2759	1913637	NA	4827	101094	64498
choanephora_trispora	Eukaryota	25	4850	cellular organisms; Eukaryota; Opisthokonta; Fungi; Mucoromycota; Mucoromycotina; Mucorales; Mucorineae; Choanephoraceae; Choanephoroideae; Blakeslea	2759	1913637	NA	4827	101094	4849
choanoeca_perplexa	Eukaryota	15	81531	cellular organisms; Eukaryota; Opisthokonta; Choanoflagellida; Craspedida; Salpingoecidae; Choanoeca	2759	NA	NA	28009	81529	81530
cholamonas_cyrtodiopsidis	Eukaryota	25	507873	cellular organisms; Eukaryota; Rhizaria; Cercozoa; Cercomonadida; Sainouridae; Cholamonas	2759	NA	NA	188941	507870	507872
chondria_crassicaulis	Eukaryota	15	860627	cellular organisms; Eukaryota; Rhodophyta; Florideophyceae; Ceramiales; Rhodomelaceae; Chondrieae; Chondria	2759	NA	2806	2802	2803	31392
chondrococcus_coralloides	Bacteria	28	184914	cellular organisms; Bacteria; Proteobacteria; delta/epsilon subdivisions; Deltaproteobacteria; Myxococcales; Cystobacterineae; Myxococcaceae; Corallococcus	2	1224	28221	29	31	83461
chondrococcus_macrosporus	Bacteria	26	35	cellular organisms; Bacteria; Proteobacteria; delta/epsilon subdivisions; Deltaproteobacteria; Myxococcales; Cystobacterineae; Myxococcaceae; Myxococcus	2	1224	28221	29	31	32
chondromyces_apiculatus	Bacteria	29	51	cellular organisms; Bacteria; Proteobacteria; delta/epsilon subdivisions; Deltaproteobacteria; Myxococcales; Sorangiineae; Polyangiaceae; Chondromyces	2	1224	28221	29	49	50
chondromyces_crocatus	Bacteria	30	52	cellular organisms; Bacteria; Proteobacteria; delta/epsilon subdivisions; Deltaproteobacteria; Myxococcales; Sorangiineae; Polyangiaceae; Chondromyces	2	1224	28221	29	49	50
chondromyces_lanuginosus	Bacteria	30	83446	cellular organisms; Bacteria; Proteobacteria; delta/epsilon subdivisions; Deltaproteobacteria; Myxococcales; Sorangiineae; Polyangiaceae; Chondromyces	2	1224	28221	29	49	50
chondromyces_pediculatus	Bacteria	30	83447	cellular organisms; Bacteria; Proteobacteria; delta/epsilon subdivisions; Deltaproteobacteria; Myxococcales; Sorangiineae; Polyangiaceae; Chondromyces	2	1224	28221	29	49	50
chondromyces_robustus	Bacteria	29	83448	cellular organisms; Bacteria; Proteobacteria; delta/epsilon subdivisions; Deltaproteobacteria; Myxococcales; Sorangiineae; Polyangiaceae; Chondromyces	2	1224	28221	29	49	50
chondrostereum_purpureum	Eukaryota	23	58369	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Schizophyllaceae; Chondrostereum	2759	5204	155619	5338	5332	58368
chondrus_giganteus	Eukaryota	15	29221	cellular organisms; Eukaryota; Rhodophyta; Florideophyceae; Gigartinales; Gigartinaceae; Chondrus	2759	NA	2806	28017	29217	2768
chorda_asiatica	Eukaryota	10	1281577	cellular organisms; Eukaryota; Stramenopiles; PX clade; Phaeophyceae; Laminariales; Chordaceae; Chorda	2759	2870	NA	2886	3024	45033
chorda_filum	Eukaryota	10	64905	cellular organisms; Eukaryota; Stramenopiles; PX clade; Phaeophyceae; Laminariales; Chordaceae; Chorda	2759	2870	NA	2886	3024	45033
chorda_rigida	Eukaryota	10	112504	cellular organisms; Eukaryota; Stramenopiles; PX clade; Phaeophyceae; Laminariales; Chordaceae; Chorda	2759	2870	NA	2886	3024	45033
chordaria_chordaeformis	Eukaryota	10	166510	cellular organisms; Eukaryota; Stramenopiles; PX clade; Phaeophyceae; Ectocarpales; Chordariaceae; Chordaria	2759	2870	NA	2877	66220	3025
chordaria_flagelliformis	Eukaryota	10	3026	cellular organisms; Eukaryota; Stramenopiles; PX clade; Phaeophyceae; Ectocarpales; Chordariaceae; Chordaria	2759	2870	NA	2877	66220	3025
choricystis_minor	Eukaryota	15	41300	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Choricystis	2759	3041	75966	NA	NA	41299
chorioactis_geaster	Eukaryota	24	96582	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; Pezizomycetes; Pezizales; Chorioactidaceae; Chorioactis	2759	4890	147549	5185	716658	96581
choristocarpus_tenellus	Eukaryota	10	116065	cellular organisms; Eukaryota; Stramenopiles; PX clade; Phaeophyceae; Sphacelariales; Choristocarpaceae; Choristocarpus	2759	2870	NA	27945	116066	116064
christensenella_minuta	Bacteria	37	626937	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenella	2	1239	186801	186802	990719	990721
chromatium_glycolicum	Bacteria	26	85075	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Halochromatium	2	1224	1236	135613	1046	85074
chromatium_purpuratum	Bacteria	28	37487	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Marichromatium	2	1224	1236	135613	1046	85076
chromatium_vinosum	Bacteria	26	1049	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Allochromatium	2	1224	1236	135613	1046	85072
chromatocurvus_halotolerans	Bacteria	28	1132028	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae; Chromatocurvus	2	1224	1236	1706369	1706372	1132027
chromelosporium_sp	Eukaryota	25	1849800	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; Pezizomycetes; Pezizales; Pezizaceae; mitosporic Pezizaceae; Chromelosporium	2759	4890	147549	5185	5186	301356
chromobacterium_amethystinum	Bacteria	32	29581	cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Janthinobacterium	2	1224	28216	80840	75682	29580
chromobacterium_aquaticum	Bacteria	28	467180	cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Chromobacterium group; Chromobacterium	2	1224	28216	206351	1499392	535
chromobacterium_chocolatum	Bacteria	30	84292	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Microbacterium	2	201174	1760	85006	85023	33882
chromobacterium_fluviatile	Bacteria	26	537	cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Chromobacterium group; Iodobacter	2	1224	28216	206351	1499392	32014
chromobacterium_goianiensis	Bacteria	30	536	cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Chromobacterium group; Chromobacterium	2	1224	28216	206351	1499392	535
chromobacterium_haemolyticum	Bacteria	37	394935	cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Chromobacterium group; Chromobacterium	2	1224	28216	206351	1499392	535
chromobacterium_iodinum	Bacteria	30	31943	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Micrococcales; Brevibacteriaceae; Brevibacterium	2	201174	1760	85006	85019	1696
chromobacterium_lividum	Bacteria	22	40839	cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Chromobacterium group; Chromobacterium	2	1224	28216	206351	1499392	535
chromobacterium_marismortui	Bacteria	30	42055	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Chromohalobacter	2	1224	1236	135619	28256	42054
chromobacterium_piscinae	Bacteria	28	686831	cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Chromobacterium group; Chromobacterium	2	1224	28216	206351	1499392	535
chromobacterium_pseudoviolaceum	Bacteria	27	686830	cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Chromobacterium group; Chromobacterium	2	1224	28216	206351	1499392	535
chromobacterium_sp	Bacteria	25	306190	cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Chromobacterium group; Chromobacterium	2	1224	28216	206351	1499392	535
chromobacterium_subtsugae	Bacteria	28	251747	cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Chromobacterium group; Chromobacterium	2	1224	28216	206351	1499392	535
chromobacterium_vaccinii	Bacteria	26	1108595	cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Chromobacterium group; Chromobacterium	2	1224	28216	206351	1499392	535
chromobacterium_violaceum	Bacteria	31	536	cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Chromobacterium group; Chromobacterium	2	1224	28216	206351	1499392	535
chromobacterium_viscosum	Bacteria	26	42739	cellular organisms; Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Chromobacterium group; Chromobacterium	2	1224	28216	206351	1499392	535
chromocleista_cinnabarina	Eukaryota	27	82572	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Chromocleista	2759	4890	147545	5042	1131492	68830
chromocrea_spinulosa	Eukaryota	25	1491020	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Hypocreales; Hypocreaceae; Trichoderma	2759	4890	147550	5125	5129	5543
chromocurvus_halotolerans	Bacteria	28	1132028	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae; Chromatocurvus	2	1224	1236	1706369	1706372	1132027
chromohalobacter_beijerinckii	Bacteria	26	86179	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Chromohalobacter	2	1224	1236	135619	28256	42054
chromohalobacter_canadensis	Bacteria	29	141389	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Chromohalobacter	2	1224	1236	135619	28256	42054
chromohalobacter_israelensis	Bacteria	29	141390	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Chromohalobacter	2	1224	1236	135619	28256	42054
chromohalobacter_marismortui	Bacteria	35	42055	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Chromohalobacter	2	1224	1236	135619	28256	42054
chromohalobacter_nigrandesensis	Bacteria	30	119863	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Chromohalobacter	2	1224	1236	135619	28256	42054
chromohalobacter_salexigens	Bacteria	32	158080	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Chromohalobacter	2	1224	1236	135619	28256	42054
chromohalobacter_sarecensis	Bacteria	30	245294	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Chromohalobacter	2	1224	1236	135619	28256	42054
chromohalobacter_sarecii	Bacteria	30	245294	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Chromohalobacter	2	1224	1236	135619	28256	42054
chroococcidiopsis_cubana	Bacteria	22	171392	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Chroococcidiopsidales; Chroococcidiopsidaceae; Chroococcidiopsis	2	1117	NA	1890505	1890528	54298
chroococcidiopsis_thermalis	Bacteria	22	54299	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Chroococcidiopsidales; Chroococcidiopsidaceae; Chroococcidiopsis	2	1117	NA	1890505	1890528	54298
chroococcus_turgidus	Bacteria	22	380547	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Chroococcaceae; Chroococcus	2	1117	NA	1118	1890464	70190
chroodactylon_ornatum	Eukaryota	20	139907	cellular organisms; Eukaryota; Rhodophyta; Bangiophyceae; Porphyridiales; Porphyridiaceae; Chroodactylon	2759	NA	2797	2798	2799	101918
chroogloeocystis_siderophila	Bacteria	24	329163	cellular organisms; Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Chroococcaceae; Chroogloeocystis	2	1117	NA	1118	1890464	329162
chroomonas_caudata	Eukaryota	15	254931	cellular organisms; Eukaryota; Cryptophyta; Pyrenomonadales; Chroomonadaceae; Chroomonas	2759	NA	3027	589342	589345	3028
chroomonas_coerulea	Eukaryota	15	478127	cellular organisms; Eukaryota; Cryptophyta; Pyrenomonadales; Chroomonadaceae; Chroomonas	2759	NA	3027	589342	589345	3028
chroomonas_dispersa	Eukaryota	15	356657	cellular organisms; Eukaryota; Cryptophyta; Pyrenomonadales; Chroomonadaceae; Chroomonas	2759	NA	3027	589342	589345	3028
chroomonas_mesostigmatica	Eukaryota	20	195065	cellular organisms; Eukaryota; Cryptophyta; Pyrenomonadales; Chroomonadaceae; Chroomonas	2759	NA	3027	589342	589345	3028
chroomonas_nordstedtii	Eukaryota	15	195502	cellular organisms; Eukaryota; Cryptophyta; Pyrenomonadales; Chroomonadaceae; Chroomonas	2759	NA	3027	589342	589345	3028
chroomonas_placoidea	Eukaryota	15	173977	cellular organisms; Eukaryota; Cryptophyta; Pyrenomonadales; Chroomonadaceae; Chroomonas	2759	NA	3027	589342	589345	3028
chroomonas_salina	Eukaryota	18	402395	cellular organisms; Eukaryota; Cryptophyta; Pyrenomonadales; Chroomonadaceae; Chroomonas	2759	NA	3027	589342	589345	3028
chroomonas_sp	Eukaryota	20	3029	cellular organisms; Eukaryota; Cryptophyta; Pyrenomonadales; Chroomonadaceae; Chroomonas	2759	NA	3027	589342	589345	3028
chryseobacterium_aahli	Bacteria	20	1278643	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium	2	976	117743	200644	49546	59732
chryseobacterium_antarcticum	Bacteria	16	266748	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium	2	976	117743	200644	49546	59732
chryseobacterium_anthropi	Bacteria	30	520603	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium	2	976	117743	200644	49546	59732
chryseobacterium_aquifrigidense	Bacteria	30	558021	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium	2	976	117743	200644	49546	59732
chryseobacterium_arachidis	Bacteria	29	1416778	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium	2	976	117743	200644	49546	59732
chryseobacterium_arothri	Bacteria	28	420404	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium	2	976	117743	200644	49546	59732
chryseobacterium_arthrosphaerae	Bacteria	29	651561	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium	2	976	117743	200644	49546	59732
chryseobacterium_balustinum	Bacteria	31	246	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium	2	976	117743	200644	49546	59732
chryseobacterium_bovis	Bacteria	30	421530	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium	2	976	117743	200644	49546	59732
chryseobacterium_caeni	Bacteria	29	365343	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium	2	976	117743	200644	49546	59732
chryseobacterium_carnipullorum	Bacteria	28	1124835	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium	2	976	117743	200644	49546	59732
chryseobacterium_chaponense	Bacteria	27	713588	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium	2	976	117743	200644	49546	59732
chryseobacterium_contaminans	Bacteria	30	1423959	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium	2	976	117743	200644	49546	59732
chryseobacterium_culicis	Bacteria	29	680127	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium	2	976	117743	200644	49546	59732
chryseobacterium_daecheongense	Bacteria	30	192389	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium	2	976	117743	200644	49546	59732
chryseobacterium_daeguense	Bacteria	29	412438	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Chryseobacterium	2	976	117743	200644	49546	59732
